s.value,Seq_Len
https://synbiohub.org/public/igem/BBa_K827015/1,0
https://synbiohub.org/public/igem/BBa_K203102/1,0
https://synbiohub.org/public/igem/BBa_J23097/1,0
https://synbiohub.org/public/igem/BBa_K1529950/1,0
https://synbiohub.org/public/igem/BBa_K122013/1,1
https://synbiohub.org/public/igem/BBa_J58006/1,3
https://synbiohub.org/public/igem/BBa_M36117/1,3
https://synbiohub.org/public/igem/BBa_I766340/1,9
https://synbiohub.org/public/igem/BBa_T1020/1,12
https://synbiohub.org/public/igem/BBa_J133427/1,12
https://synbiohub.org/public/igem/BBa_J133426/1,12
https://synbiohub.org/public/igem/BBa_J133425/1,12
https://synbiohub.org/public/igem/BBa_J133424/1,12
https://synbiohub.org/public/igem/BBa_J133423/1,12
https://synbiohub.org/public/igem/BBa_J133422/1,12
https://synbiohub.org/public/igem/BBa_J133421/1,12
https://synbiohub.org/public/igem/BBa_J176016/1,13
https://synbiohub.org/public/igem/BBa_K844011/1,15
https://synbiohub.org/public/igem/BBa_K1529923/1,18
https://synbiohub.org/public/igem/BBa_K1051008/1,18
https://synbiohub.org/public/igem/BBa_K1529998/1,20
https://synbiohub.org/public/igem/BBa_K1510104/1,22
https://synbiohub.org/public/igem/BBa_J133451/1,28
https://synbiohub.org/public/igem/BBa_K131007/1,28
https://synbiohub.org/public/igem/BBa_M1700/1,30
https://synbiohub.org/public/igem/BBa_K1051006/1,31
https://synbiohub.org/public/igem/BBa_B0050/1,33
https://synbiohub.org/public/igem/BBa_B0060/1,33
https://synbiohub.org/public/igem/BBa_J133450/1,33
https://synbiohub.org/public/igem/BBa_K1994043/1,33
https://synbiohub.org/public/igem/BBa_B1001/1,34
https://synbiohub.org/public/igem/BBa_M36376/1,34
https://synbiohub.org/public/igem/BBa_B1002/1,34
https://synbiohub.org/public/igem/BBa_B1003/1,34
https://synbiohub.org/public/igem/BBa_B1004/1,34
https://synbiohub.org/public/igem/BBa_B1005/1,34
https://synbiohub.org/public/igem/BBa_B1011/1,34
https://synbiohub.org/public/igem/BBa_M31977/1,34
https://synbiohub.org/public/igem/BBa_B0051/1,35
https://synbiohub.org/public/igem/BBa_B0061/1,35
https://synbiohub.org/public/igem/BBa_Z0271/1,37
https://synbiohub.org/public/igem/BBa_J72166/1,38
https://synbiohub.org/public/igem/BBa_M36267/1,39
https://synbiohub.org/public/igem/BBa_M36135/1,39
https://synbiohub.org/public/igem/BBa_B1006/1,39
https://synbiohub.org/public/igem/BBa_K131008/1,39
https://synbiohub.org/public/igem/BBa_K156029/1,39
https://synbiohub.org/public/igem/BBa_J133452/1,39
https://synbiohub.org/public/igem/BBa_K1051007/1,39
https://synbiohub.org/public/igem/BBa_K104007/1,39
https://synbiohub.org/public/igem/BBa_K112709/1,40
https://synbiohub.org/public/igem/BBa_K156028/1,40
https://synbiohub.org/public/igem/BBa_B1007/1,40
https://synbiohub.org/public/igem/BBa_B1008/1,40
https://synbiohub.org/public/igem/BBa_B1009/1,40
https://synbiohub.org/public/igem/BBa_B1010/1,40
https://synbiohub.org/public/igem/BBa_M36456/1,41
https://synbiohub.org/public/igem/BBa_B0052/1,41
https://synbiohub.org/public/igem/BBa_B0062/1,41
https://synbiohub.org/public/igem/BBa_B0022/1,41
https://synbiohub.org/public/igem/BBa_B0012/1,41
https://synbiohub.org/public/igem/BBa_K864501/1,42
https://synbiohub.org/public/igem/BBa_B0057/1,42
https://synbiohub.org/public/igem/BBa_K1114021/1,43
https://synbiohub.org/public/igem/BBa_K156027/1,45
https://synbiohub.org/public/igem/BBa_J85603/1,45
https://synbiohub.org/public/igem/BBa_K1585995/1,45
https://synbiohub.org/public/igem/BBa_J85602/1,45
https://synbiohub.org/public/igem/BBa_B0021/1,46
https://synbiohub.org/public/igem/BBa_I742129/1,46
https://synbiohub.org/public/igem/BBa_B0011/1,46
https://synbiohub.org/public/igem/BBa_K827007/1,46
https://synbiohub.org/public/igem/BBa_K827008/1,46
https://synbiohub.org/public/igem/BBa_K1442301/1,46
https://synbiohub.org/public/igem/BBa_B0013/1,47
https://synbiohub.org/public/igem/BBa_K784002/1,47
https://synbiohub.org/public/igem/BBa_B0023/1,47
https://synbiohub.org/public/igem/BBa_K731721/1,48
https://synbiohub.org/public/igem/BBa_M50049/1,48
https://synbiohub.org/public/igem/BBa_K923004/1,48
https://synbiohub.org/public/igem/BBa_K395601/1,48
https://synbiohub.org/public/igem/BBa_M36305/1,48
https://synbiohub.org/public/igem/BBa_K785002/1,48
https://synbiohub.org/public/igem/BBa_B0016/1,48
https://synbiohub.org/public/igem/BBa_M50032/1,48
https://synbiohub.org/public/igem/BBa_K827001/1,48
https://synbiohub.org/public/igem/BBa_K827006/1,48
https://synbiohub.org/public/igem/BBa_K827004/1,48
https://synbiohub.org/public/igem/BBa_K827014/1,48
https://synbiohub.org/public/igem/BBa_K827000/1,48
https://synbiohub.org/public/igem/BBa_K827002/1,48
https://synbiohub.org/public/igem/BBa_K827003/1,48
https://synbiohub.org/public/igem/BBa_K827005/1,48
https://synbiohub.org/public/igem/BBa_K809005/1,49
https://synbiohub.org/public/igem/BBa_J107113/1,49
https://synbiohub.org/public/igem/BBa_K809004/1,50
https://synbiohub.org/public/igem/BBa_K827009/1,50
https://synbiohub.org/public/igem/BBa_K827010/1,50
https://synbiohub.org/public/igem/BBa_K827012/1,51
https://synbiohub.org/public/igem/BBa_K827011/1,51
https://synbiohub.org/public/igem/BBa_K827013/1,51
https://synbiohub.org/public/igem/BBa_K323130/1,51
https://synbiohub.org/public/igem/BBa_K827081/1,52
https://synbiohub.org/public/igem/BBa_K827070/1,52
https://synbiohub.org/public/igem/BBa_K1994018/1,52
https://synbiohub.org/public/igem/BBa_J61053/1,52
https://synbiohub.org/public/igem/BBa_K864600/1,52
https://synbiohub.org/public/igem/BBa_K827065/1,53
https://synbiohub.org/public/igem/BBa_K827073/1,53
https://synbiohub.org/public/igem/BBa_K827072/1,53
https://synbiohub.org/public/igem/BBa_K827069/1,53
https://synbiohub.org/public/igem/BBa_K827063/1,53
https://synbiohub.org/public/igem/BBa_K827071/1,53
https://synbiohub.org/public/igem/BBa_K864601/1,53
https://synbiohub.org/public/igem/BBa_K780000/1,54
https://synbiohub.org/public/igem/BBa_K827035/1,54
https://synbiohub.org/public/igem/BBa_K827067/1,54
https://synbiohub.org/public/igem/BBa_K827062/1,54
https://synbiohub.org/public/igem/BBa_K827060/1,54
https://synbiohub.org/public/igem/BBa_K827061/1,54
https://synbiohub.org/public/igem/BBa_K827016/1,54
https://synbiohub.org/public/igem/BBa_K088008/1,55
https://synbiohub.org/public/igem/BBa_K1401005/1,55
https://synbiohub.org/public/igem/BBa_K827055/1,55
https://synbiohub.org/public/igem/BBa_K827088/1,55
https://synbiohub.org/public/igem/BBa_K827086/1,55
https://synbiohub.org/public/igem/BBa_K827068/1,55
https://synbiohub.org/public/igem/BBa_K827064/1,55
https://synbiohub.org/public/igem/BBa_K827078/1,55
https://synbiohub.org/public/igem/BBa_J64970/1,55
https://synbiohub.org/public/igem/BBa_K827083/1,56
https://synbiohub.org/public/igem/BBa_K827085/1,56
https://synbiohub.org/public/igem/BBa_K827023/1,56
https://synbiohub.org/public/igem/BBa_K827025/1,56
https://synbiohub.org/public/igem/BBa_K827024/1,56
https://synbiohub.org/public/igem/BBa_K827026/1,56
https://synbiohub.org/public/igem/BBa_K827080/1,56
https://synbiohub.org/public/igem/BBa_K827087/1,56
https://synbiohub.org/public/igem/BBa_K827079/1,56
https://synbiohub.org/public/igem/BBa_K827077/1,56
https://synbiohub.org/public/igem/BBa_K827091/1,56
https://synbiohub.org/public/igem/BBa_K827076/1,56
https://synbiohub.org/public/igem/BBa_K827094/1,56
https://synbiohub.org/public/igem/BBa_K827092/1,56
https://synbiohub.org/public/igem/BBa_K827058/1,56
https://synbiohub.org/public/igem/BBa_K827057/1,56
https://synbiohub.org/public/igem/BBa_K827075/1,56
https://synbiohub.org/public/igem/BBa_K827084/1,56
https://synbiohub.org/public/igem/BBa_K827059/1,56
https://synbiohub.org/public/igem/BBa_K827090/1,56
https://synbiohub.org/public/igem/BBa_K827029/1,57
https://synbiohub.org/public/igem/BBa_K827034/1,57
https://synbiohub.org/public/igem/BBa_K827031/1,57
https://synbiohub.org/public/igem/BBa_K827030/1,57
https://synbiohub.org/public/igem/BBa_K827046/1,57
https://synbiohub.org/public/igem/BBa_K827047/1,57
https://synbiohub.org/public/igem/BBa_K827054/1,57
https://synbiohub.org/public/igem/BBa_K827093/1,57
https://synbiohub.org/public/igem/BBa_K827089/1,57
https://synbiohub.org/public/igem/BBa_K827074/1,57
https://synbiohub.org/public/igem/BBa_J107115/1,57
https://synbiohub.org/public/igem/BBa_J107114/1,57
https://synbiohub.org/public/igem/BBa_K1994045/1,57
https://synbiohub.org/public/igem/BBa_K827027/1,58
https://synbiohub.org/public/igem/BBa_K827019/1,58
https://synbiohub.org/public/igem/BBa_K827021/1,58
https://synbiohub.org/public/igem/BBa_K827036/1,58
https://synbiohub.org/public/igem/BBa_K827020/1,58
https://synbiohub.org/public/igem/BBa_K827018/1,58
https://synbiohub.org/public/igem/BBa_K827038/1,58
https://synbiohub.org/public/igem/BBa_K827022/1,58
https://synbiohub.org/public/igem/BBa_K827082/1,58
https://synbiohub.org/public/igem/BBa_K827066/1,58
https://synbiohub.org/public/igem/BBa_K827017/1,59
https://synbiohub.org/public/igem/BBa_K827037/1,59
https://synbiohub.org/public/igem/BBa_K827032/1,59
https://synbiohub.org/public/igem/BBa_K827028/1,59
https://synbiohub.org/public/igem/BBa_K827033/1,59
https://synbiohub.org/public/igem/BBa_K827056/1,59
https://synbiohub.org/public/igem/BBa_K827045/1,59
https://synbiohub.org/public/igem/BBa_K827041/1,59
https://synbiohub.org/public/igem/BBa_K827039/1,59
https://synbiohub.org/public/igem/BBa_K827044/1,59
https://synbiohub.org/public/igem/BBa_K827042/1,59
https://synbiohub.org/public/igem/BBa_K827043/1,59
https://synbiohub.org/public/igem/BBa_K187025/1,60
https://synbiohub.org/public/igem/BBa_K187026/1,60
https://synbiohub.org/public/igem/BBa_K827048/1,61
https://synbiohub.org/public/igem/BBa_K827052/1,61
https://synbiohub.org/public/igem/BBa_K827049/1,61
https://synbiohub.org/public/igem/BBa_K827051/1,63
https://synbiohub.org/public/igem/BBa_K827053/1,63
https://synbiohub.org/public/igem/BBa_K827050/1,63
https://synbiohub.org/public/igem/BBa_K102901/1,65
https://synbiohub.org/public/igem/BBa_K809006/1,65
https://synbiohub.org/public/igem/BBa_K827040/1,65
https://synbiohub.org/public/igem/BBa_K1650057/1,65
https://synbiohub.org/public/igem/BBa_K102900/1,66
https://synbiohub.org/public/igem/BBa_K1401006/1,69
https://synbiohub.org/public/igem/BBa_B0054/1,69
https://synbiohub.org/public/igem/BBa_K323083/1,69
https://synbiohub.org/public/igem/BBa_B0063/1,72
https://synbiohub.org/public/igem/BBa_B0053/1,72
https://synbiohub.org/public/igem/BBa_B0056/1,72
https://synbiohub.org/public/igem/BBa_B0055/1,78
https://synbiohub.org/public/igem/BBa_M36586/1,79
https://synbiohub.org/public/igem/BBa_K731722/1,79
https://synbiohub.org/public/igem/BBa_K102095/1,80
https://synbiohub.org/public/igem/BBa_J34813/1,80
https://synbiohub.org/public/igem/BBa_M36918/1,80
https://synbiohub.org/public/igem/BBa_B0010/1,80
https://synbiohub.org/public/igem/BBa_M36561/1,80
https://synbiohub.org/public/igem/BBa_K102906/1,81
https://synbiohub.org/public/igem/BBa_K102905/1,81
https://synbiohub.org/public/igem/BBa_K102903/1,82
https://synbiohub.org/public/igem/BBa_K102902/1,82
https://synbiohub.org/public/igem/BBa_K102904/1,82
https://synbiohub.org/public/igem/BBa_B0020/1,82
https://synbiohub.org/public/igem/BBa_M36281/1,82
https://synbiohub.org/public/igem/BBa_M36248/1,82
https://synbiohub.org/public/igem/BBa_M36010/1,82
https://synbiohub.org/public/igem/BBa_M36662/1,82
https://synbiohub.org/public/igem/BBa_M36292/1,82
https://synbiohub.org/public/igem/BBa_M36291/1,82
https://synbiohub.org/public/igem/BBa_M36232/1,82
https://synbiohub.org/public/igem/BBa_K102907/1,83
https://synbiohub.org/public/igem/BBa_K530020/1,83
https://synbiohub.org/public/igem/BBa_M36927/1,89
https://synbiohub.org/public/igem/BBa_M36545/1,89
https://synbiohub.org/public/igem/BBa_M36235/1,89
https://synbiohub.org/public/igem/BBa_K1510005/1,90
https://synbiohub.org/public/igem/BBa_K1799025/1,90
https://synbiohub.org/public/igem/BBa_M36935/1,91
https://synbiohub.org/public/igem/BBa_M45194/1,91
https://synbiohub.org/public/igem/BBa_K1051009/1,92
https://synbiohub.org/public/igem/BBa_K1893031/1,93
https://synbiohub.org/public/igem/BBa_K094013/1,94
https://synbiohub.org/public/igem/BBa_B0024/1,95
https://synbiohub.org/public/igem/BBa_K823017/1,95
https://synbiohub.org/public/igem/BBa_B0014/1,95
https://synbiohub.org/public/igem/BBa_K102908/1,96
https://synbiohub.org/public/igem/BBa_K530022/1,100
https://synbiohub.org/public/igem/BBa_K530017/1,100
https://synbiohub.org/public/igem/BBa_K530024/1,100
https://synbiohub.org/public/igem/BBa_K530023/1,100
https://synbiohub.org/public/igem/BBa_K1725081/1,101
https://synbiohub.org/public/igem/BBa_K2042007/1,103
https://synbiohub.org/public/igem/BBa_K1973001/1,104
https://synbiohub.org/public/igem/BBa_K1339025/1,104
https://synbiohub.org/public/igem/BBa_K1897030/1,105
https://synbiohub.org/public/igem/BBa_J64043/1,105
https://synbiohub.org/public/igem/BBa_K2180008/1,107
https://synbiohub.org/public/igem/BBa_K530021/1,109
https://synbiohub.org/public/igem/BBa_I51003/1,110
https://synbiohub.org/public/igem/BBa_J61048/1,113
https://synbiohub.org/public/igem/BBa_J18963/1,114
https://synbiohub.org/public/igem/BBa_K112710/1,115
https://synbiohub.org/public/igem/BBa_K1479001/1,115
https://synbiohub.org/public/igem/BBa_K110012/1,123
https://synbiohub.org/public/igem/BBa_K2127007/1,123
https://synbiohub.org/public/igem/BBa_K110011/1,124
https://synbiohub.org/public/igem/BBa_C0440/1,124
https://synbiohub.org/public/igem/BBa_K282001/1,129
https://synbiohub.org/public/igem/BBa_J70612/1,129
https://synbiohub.org/public/igem/BBa_K783020/1,129
https://synbiohub.org/public/igem/BBa_M36912/1,129
https://synbiohub.org/public/igem/BBa_B0015/1,129
https://synbiohub.org/public/igem/BBa_J34805/1,129
https://synbiohub.org/public/igem/BBa_J72078/1,129
https://synbiohub.org/public/igem/BBa_J72049/1,129
https://synbiohub.org/public/igem/BBa_K1520029/1,129
https://synbiohub.org/public/igem/BBa_K1045009/1,129
https://synbiohub.org/public/igem/BBa_K2042020/1,129
https://synbiohub.org/public/igem/BBa_I11013/1,129
https://synbiohub.org/public/igem/BBa_K1616027/1,129
https://synbiohub.org/public/igem/BBa_K392003/1,129
https://synbiohub.org/public/igem/BBa_B0025/1,129
https://synbiohub.org/public/igem/BBa_K093011/1,129
https://synbiohub.org/public/igem/BBa_K1616010/1,129
https://synbiohub.org/public/igem/BBa_K1212018/1,133
https://synbiohub.org/public/igem/BBa_J56014/1,135
https://synbiohub.org/public/igem/BBa_K112903/1,135
https://synbiohub.org/public/igem/BBa_J18913/1,135
https://synbiohub.org/public/igem/BBa_K1114302/1,137
https://synbiohub.org/public/igem/BBa_K1114300/1,137
https://synbiohub.org/public/igem/BBa_K1114301/1,137
https://synbiohub.org/public/igem/BBa_K678012/1,139
https://synbiohub.org/public/igem/BBa_J95029/1,139
https://synbiohub.org/public/igem/BBa_K208112/1,139
https://synbiohub.org/public/igem/BBa_K606028/1,153
https://synbiohub.org/public/igem/BBa_K094014/1,154
https://synbiohub.org/public/igem/BBa_K1830007/1,156
https://synbiohub.org/public/igem/BBa_K2172003/1,160
https://synbiohub.org/public/igem/BBa_K080009/1,161
https://synbiohub.org/public/igem/BBa_K530013/1,165
https://synbiohub.org/public/igem/BBa_B0017/1,168
https://synbiohub.org/public/igem/BBa_K812055/1,169
https://synbiohub.org/public/igem/BBa_K110013/1,170
https://synbiohub.org/public/igem/BBa_J18962/1,175
https://synbiohub.org/public/igem/BBa_K106018/1,180
https://synbiohub.org/public/igem/BBa_K1486025/1,188
https://synbiohub.org/public/igem/BBa_K364302/1,191
https://synbiohub.org/public/igem/BBa_I766217/1,193
https://synbiohub.org/public/igem/BBa_M36033/1,195
https://synbiohub.org/public/igem/BBa_I714500/1,203
https://synbiohub.org/public/igem/BBa_K1618037/1,212
https://synbiohub.org/public/igem/BBa_K1537030/1,216
https://synbiohub.org/public/igem/BBa_K1159307/1,217
https://synbiohub.org/public/igem/BBa_I766600/1,218
https://synbiohub.org/public/igem/BBa_K530014/1,221
https://synbiohub.org/public/igem/BBa_K234092/1,221
https://synbiohub.org/public/igem/BBa_K799029/1,222
https://synbiohub.org/public/igem/BBa_K1150012/1,222
https://synbiohub.org/public/igem/BBa_K2050413/1,225
https://synbiohub.org/public/igem/BBa_K165010/1,225
https://synbiohub.org/public/igem/BBa_J63002/1,225
https://synbiohub.org/public/igem/BBa_K105025/1,225
https://synbiohub.org/public/igem/BBa_K1313006/1,228
https://synbiohub.org/public/igem/BBa_K2040400/1,231
https://synbiohub.org/public/igem/BBa_K678019/1,233
https://synbiohub.org/public/igem/BBa_K2074019/1,234
https://synbiohub.org/public/igem/BBa_K1968011/1,235
https://synbiohub.org/public/igem/BBa_K1968014/1,235
https://synbiohub.org/public/igem/BBa_K319044/1,235
https://synbiohub.org/public/igem/BBa_J52016/1,238
https://synbiohub.org/public/igem/BBa_K1071005/1,241
https://synbiohub.org/public/igem/BBa_K2095002/1,247
https://synbiohub.org/public/igem/BBa_K2110000/1,248
https://synbiohub.org/public/igem/BBa_K849009/1,248
https://synbiohub.org/public/igem/BBa_K337001/1,249
https://synbiohub.org/public/igem/BBa_K1537029/1,250
https://synbiohub.org/public/igem/BBa_K1462070/1,250
https://synbiohub.org/public/igem/BBa_Y1015/1,252
https://synbiohub.org/public/igem/BBa_K165018/1,253
https://synbiohub.org/public/igem/BBa_K1537031/1,253
https://synbiohub.org/public/igem/BBa_K382023/1,253
https://synbiohub.org/public/igem/BBa_K788001/1,253
https://synbiohub.org/public/igem/BBa_K337002/1,255
https://synbiohub.org/public/igem/BBa_C0450/1,256
https://synbiohub.org/public/igem/BBa_K382024/1,256
https://synbiohub.org/public/igem/BBa_K906005/1,260
https://synbiohub.org/public/igem/BBa_M50046/1,267
https://synbiohub.org/public/igem/BBa_K1071006/1,273
https://synbiohub.org/public/igem/BBa_K863203/1,282
https://synbiohub.org/public/igem/BBa_K509001/1,288
https://synbiohub.org/public/igem/BBa_K1484215/1,293
https://synbiohub.org/public/igem/BBa_K849008/1,300
https://synbiohub.org/public/igem/BBa_K2128009/1,300
https://synbiohub.org/public/igem/BBa_K849007/1,300
https://synbiohub.org/public/igem/BBa_K122003/1,301
https://synbiohub.org/public/igem/BBa_K122004/1,301
https://synbiohub.org/public/igem/BBa_J18961/1,301
https://synbiohub.org/public/igem/BBa_K530019/1,312
https://synbiohub.org/public/igem/BBa_K319004/1,312
https://synbiohub.org/public/igem/BBa_K801012/1,349
https://synbiohub.org/public/igem/BBa_K1893035/1,368
https://synbiohub.org/public/igem/BBa_I714005/1,382
https://synbiohub.org/public/igem/BBa_K1829003/1,400
https://synbiohub.org/public/igem/BBa_K1829004/1,400
https://synbiohub.org/public/igem/BBa_J72077/1,426
https://synbiohub.org/public/igem/BBa_K404108/1,481
https://synbiohub.org/public/igem/BBa_K530006/1,500
https://synbiohub.org/public/igem/BBa_K530011/1,500
https://synbiohub.org/public/igem/BBa_K801011/1,507
https://synbiohub.org/public/igem/BBa_K612007/1,514
https://synbiohub.org/public/igem/BBa_K110001/1,524
https://synbiohub.org/public/igem/BBa_K509003/1,533
https://synbiohub.org/public/igem/BBa_K1875002/1,536
https://synbiohub.org/public/igem/BBa_K1021008/1,568
https://synbiohub.org/public/igem/BBa_K110003/1,570
https://synbiohub.org/public/igem/BBa_K1547010/1,627
https://synbiohub.org/public/igem/BBa_K678018/1,635
https://synbiohub.org/public/igem/BBa_K110002/1,671
https://synbiohub.org/public/igem/BBa_M31116/1,721
https://synbiohub.org/public/igem/BBa_M31113/1,721
https://synbiohub.org/public/igem/BBa_K678036/1,759
https://synbiohub.org/public/igem/BBa_K2040102/1,769
https://synbiohub.org/public/igem/BBa_K1955002/1,774
https://synbiohub.org/public/igem/BBa_K1023002/1,836
https://synbiohub.org/public/igem/BBa_K678039/1,889
https://synbiohub.org/public/igem/BBa_K309012/1,892
https://synbiohub.org/public/igem/BBa_K1114705/1,985
https://synbiohub.org/public/igem/BBa_K678038/1,990
https://synbiohub.org/public/igem/BBa_K678037/1,1006
https://synbiohub.org/public/igem/BBa_J14018/1,1089
https://synbiohub.org/public/igem/BBa_M36201/1,1178
https://synbiohub.org/public/igem/BBa_K1465555/1,1791
https://synbiohub.org/public/igem/BBa_I766201/1,3388
